Domain Code,Domain,Area Code,Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
CP,Consumer Price Indices,21,Brazil,2015,2015,23014,Food price inflation,7001,January,%,8.716566,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,105.2402,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,103.6849,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,101.8216,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,101.0435,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,100.8015,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,100.8117,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,100.1607,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,99.53368,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,98.1885,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,97.24511,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,96.12044,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,95.34819,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,104.247,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,103.2558,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,102.2234,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,101.3921,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,100.8476,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,100.6262,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,100.0063,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,99.22231,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,98.49356,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,97.79915,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,96.52494,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,95.36163,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,105.5709,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,106.521,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,106.9789,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,107.6316,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,108.471,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,108.8506,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,109.4167,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,109.8981,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,109.9861,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,110.2721,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,110.4707,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,110.802,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,107.6397,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,108.7806,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,110.1294,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,111.3299,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,112.1982,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,112.9948,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,114.4863,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,114.8297,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,114.4967,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,114.4394,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,114.2105,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,114.3018,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7001,January,%,12.891183,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7002,February,%,13.171142,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7003,March,%,13.249293,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7004,April,%,13.383848,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7005,May,%,12.723854,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7006,June,%,12.813509,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7007,July,%,13.564497,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7008,August,%,13.916658,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7009,September,%,13.314266,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7010,October,%,12.392066,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7011,November,%,10.151526,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2016,2016,23014,Food price inflation,7012,December,%,8.610398,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7012,December,%,-1.868037,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7011,November,%,-2.317125,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7010,October,%,-2.140696,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7009,September,%,-2.140848,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7008,August,%,-2.022909,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7007,July,%,-0.666106,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7006,June,%,1.120406,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7005,May,%,2.350216,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7004,April,%,3.510827,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7003,March,%,4.035798,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7002,February,%,4.968809,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23014,Food price inflation,7001,January,%,6.560869,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,112.1666,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,111.5641,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,111.9896,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,112.0455,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,112.5068,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,113.7237,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,114.2608,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,114.8351,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,115.2385,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,114.574,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,114.1857,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,114.7018,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,114.0678,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,113.5681,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,113.2509,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,112.7772,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,112.5971,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,112.3837,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,112.1145,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,112.373,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,112.0257,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,111.8691,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,111.5902,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,111.2231,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,114.3987,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,114.7648,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,114.8681,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,115.1207,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,115.5813,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,117.0376,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,117.4239,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,117.3183,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,117.8814,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,118.4118,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,118.1631,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,118.3403,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,112.9966,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,112.6236,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,112.7025,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,112.804,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,113.165,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,115.4621,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,115.3235,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,114.9314,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,115.0464,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,115.725,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,116.1764,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,116.6876,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7001,January,%,-1.486638,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7002,February,%,-1.368035,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7003,March,%,-1.633442,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7004,April,%,-2.112575,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7005,May,%,-1.454346,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7006,June,%,1.051367,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7007,July,%,1.406743,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7008,August,%,2.15507,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7009,September,%,2.678287,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7010,October,%,3.335488,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7011,November,%,4.134215,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2018,2018,23014,Food price inflation,7012,December,%,4.030612,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7012,December,%,6.388217,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7011,November,%,3.344636,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7010,October,%,3.020279,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7009,September,%,3.571654,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7008,August,%,4.12605,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7007,July,%,4.119108,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7006,June,%,3.983731,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7005,May,%,6.359652,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7004,April,%,7.300894,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7003,March,%,6.725139,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7002,February,%,5.356426,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23014,Food price inflation,7001,January,%,4.195967,Fc,Calculated data,
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,124.141857,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,120.062077,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,119.220218,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,119.15546,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,119.673527,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,120.0738,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,120.0618,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,120.3619,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,121.0397,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,120.2819,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,118.6562,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,117.7379,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,123.4363,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,122.0328,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,121.4136,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,121.2922,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,121.3407,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,121.2073,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,120.9774,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,120.9653,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,120.8083,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,120.1236,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,119.2294,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2019,2019,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,118.719,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,,123.6954,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,,124.0047,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,,124.0915,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,,123.7068,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,,123.2367,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,,123.5571,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,,124.0019,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,,124.2996,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,,125.0951,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,,126.171,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,,127.2939,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,,129.0124,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,124.595166,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,124.724682,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,126.149367,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,128.415911,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,128.739703,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,129.193012,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,129.257771,X,International reliable sources,base year is 2015
CP,Consumer Price Indices,21,Brazil,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,130.229147,X,International reliable sources,base year is 2015
