"STATISTIC","Statistic Label","TLIST(A1)","Year","C03530V04258","Sector of Activity","C03066V03701","Size of Enterprise","UNIT","VALUE"
"TSA11C02","Number of Exporting Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","34"
"TSA11C02","Number of Exporting Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","208"
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","1420"
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","763"
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","326"
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","87"
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","2596"
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","3008"
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","1161"
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","220"
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","53"
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","4442"
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","05","Micro (0 to 9)","Number","1869"
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","01","Small (10 to 49)","Number","560"
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","02","Medium (50 to 249)","Number","228"
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","03","Large (250 or more)","Number","94"
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","50","Services/other (49-98)","-","All Enterprises","Number","2751"
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","99","Unknown","Number","65"
"TSA11C02","Number of Exporting Enterprises","2019","2019","99","Unknown","-","All Enterprises","Number","65"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","05","Micro (0 to 9)","Number","6840"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","01","Small (10 to 49)","Number","2731"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","02","Medium (50 to 249)","Number","924"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","03","Large (250 or more)","Number","320"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","99","Unknown","Number","65"
"TSA11C02","Number of Exporting Enterprises","2019","2019","-","All sectors","-","All Enterprises","Number","10880"
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Number","463"
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Number","174"
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Number","119"
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","54"
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2020","2020","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","810"
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","85"
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","50"
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","42"
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","38"
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","215"
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","1403"
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","693"
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","339"
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","87"
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","2522"
"TSA11C02","Number of Exporting Enterprises","2020","2020","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","2983"
